record_id,type_of_reference,authors,title,secondary_title,language,keywords,abstract,author_address,custom3,issn,date,year,volume,number,start_page,end_page,doi,custom6,accession_number,notes,custom7,asreview_prior,exported_notes_1,included,asreview_ranking
36,JOUR,"['Schmelzle, MC', 'Kinziger, AP']",Using occupancy modelling to compare environmental DNA to traditional field methods for regional-scale monitoring of an endangered aquatic species,MOLECULAR ECOLOGY RESOURCES,English,"['conservation genetics', 'environmental DNA', 'fish', 'occupancy modelling', 'qPCR', 'tidal habitats', 'EUCYCLOGOBIUS-NEWBERRYI TELEOSTEI', 'TIDEWATER GOBY', 'EDNA', 'PHYLOGEOGRAPHY', 'GOBIIDAE', 'FISH', 'TEMPERATURE', 'ABUNDANCE', 'CAPTURE', 'DESIGN']","Environmental DNA (eDNA) monitoring approaches promise to greatly improve detection of rare, endangered and invasive species in comparison with traditional field approaches. Herein, eDNA approaches and traditional seining methods were applied at 29 research locations to compare method-specific estimates of detection and occupancy probabilities for endangered tidewater goby (Eucyclogobius newberryi). At each location, multiple paired seine hauls and water samples for eDNA analysis were taken, ranging from two to 23 samples per site, depending upon habitat size. Analysis using a multimethod occupancy modelling framework indicated that the probability of detection using eDNA was nearly double (0.74) the rate of detection for seining (0.39). The higher detection rates afforded by eDNA allowed determination of tidewater goby occupancy at two locations where they have not been previously detected and at one location considered to be locally extirpated. Additionally, eDNA concentration was positively related to tidewater goby catch per unit effort, suggesting eDNA could potentially be used as a proxy for local tidewater goby abundance. Compared to traditional field sampling, eDNA provided improved occupancy parameter estimates and can be applied to increase management efficiency across a broad spatial range and within a diversity of habitats.","Humboldt State Univ, Dept Fisheries Biol, One Harpst St, Arcata, CA 95521 USA",California State University System,1755-098X,JUL,2016,16,4,895,908,10.1111/1755-0998.12501,,WOS:000383281100006,"['Times Cited in Web of Science Core Collection:  92', 'Total Times Cited:  120', 'Cited Reference Count:  64']",,0,,1,12
24,JOUR,"['Sutherland, J', 'Mifsud, D', 'Stapleton, M', 'Spear, SF', 'Greenwald, K']",Environmental DNA Assessment Reveals Restoration Success for Mudpuppies (<i>Necturus maculosus</i>),HERPETOLOGICA,English,"['Amphibian', 'Aquatic salamander', 'Detection probability', 'Great Lakes', 'Indicator species', 'Secretive species', 'GREAT-LAKES', 'SEASONAL ACTIVITY', 'ABUNDANCE', 'HABITAT', 'OCCUPANCY', 'DIVERSITY', 'PATTERNS', 'SAMPLES', 'RATES', 'EDNA']","Mudpuppies (Necturus maculosus) are secretive, fully aquatic salamanders with a range that spans much of the eastern United States and Canada including the Great Lakes region. Although this species was once abundant, there have been widespread declines due to habitat loss and modification, pollution, lampricide use, and overcollection. We compared environmental DNA (eDNA) and trapping surveys conducted from 2014 to 2016 to determine Mudpuppy occupancy along the St. Clair-Detroit River System, where this indicator species could be a gauge for success of ongoing restoration. Mudpuppy eDNA was detected at all sites with positive trapping records, as well as one site where individuals have not been trapped previously. Sites with shoreline restoration had the highest occupancy estimates, whereas deep-water restoration did not affect Mudpuppy occupancy. Additionally, eDNA surveys resulted in higher detection probability than setline and minnow trap survey methods, illustrating the benefit of using eDNA to detect secretive species. This study demonstrates the success of restoration efforts in increasing the occupancy of an indicator species and can be used as a template for other restoration initiatives.","Eastern Michigan Univ, Dept Biol, Ypsilanti, MI 48197 USA",Eastern Michigan University,0018-0831,DEC,2020,76,4,366,374,10.1655/0018-0831-76.4.366,,WOS:000599521400002,"['Times Cited in Web of Science Core Collection:  0', 'Total Times Cited:  1', 'Cited Reference Count:  42']",,0,,1,13
25,JOUR,"['Dougherty, MM', 'Larson, ER', 'Renshaw, MA', 'Gantz, CA', 'Egan, SP', 'Erickson, DM', 'Lodge, DM']",Environmental DNA (eDNA) detects the invasive rusty crayfish <i>Orconectes rusticus</i> at low abundances,JOURNAL OF APPLIED ECOLOGY,English,"['crayfish', 'detection probability', 'early detection', 'early warning', 'exotic species', 'invasive species', 'lake', 'non-indigenous', 'occupancy estimation', 'quantitative PCR (qPCR)', 'WATER', 'OCCUPANCY', 'METAANALYSIS', 'IMPACTS', 'TOOL']","1. Early detection is invaluable for the cost-effective control and eradication of invasive species, yet many traditional sampling techniques are ineffective at the low population abundances found at the onset of the invasion process. Environmental DNA (eDNA) is a promising and sensitive tool for early detection of some invasive species, but its efficacy has not yet been evaluated for many taxonomic groups and habitat types. 2. We evaluated the ability of eDNA to detect the invasive rusty crayfish Orconectes rusticus and to reflect patterns of its relative abundance, in upper Midwest, USA, inland lakes. We paired conventional baited trapping as a measure of crayfish relative abundance with water samples for eDNA, which were analysed in the laboratory with a qPCR assay. We modelled detection probability for O. rusticus eDNA using relative abundance and site characteristics as covariates and also tested the relationship between eDNA copy number and O. rusticus relative abundance. 3. We detected O. rusticus eDNA in all lakes where this species was collected by trapping, down to low relative abundances, as well as in two lakes where trap catch was zero. Detection probability of O. rusticus eDNA was well predicted by relative abundance of this species and lake water clarity. However, there was poor correspondence between eDNA copy number and O. rusticus relative abundance estimated by trap catches. 4. Synthesis and applications. Our study demonstrates a field and laboratory protocol for eDNA monitoring of crayfish invasions, with results of statistical models that provide guidance of sampling effort and detection probabilities for researchers in other regions and systems. We propose eDNA be included as a tool in surveillance for invasive or imperilled crayfishes and other benthic arthropods.","Univ Notre Dame, Dept Biol Sci, Notre Dame, IN 46556 USA",University of Notre Dame,0021-8901,JUN,2016,53,3,722,732,10.1111/1365-2664.12621,,WOS:000380065400012,"['Times Cited in Web of Science Core Collection:  152', 'Total Times Cited:  180', 'Cited Reference Count:  49']",,0,,1,14
42,JOUR,"['Kyle, KE', 'Allen, MC', 'Dragon, J', 'Bunnell, JF', 'Reinert, HK', 'Zappalorti, R', 'Jaffe, BD', 'Angle, JC', 'Lockwood, JL']",Combining surface and soil environmental DNA with artificial cover objects to improve terrestrial reptile survey detection,CONSERVATION BIOLOGY,English,"['detection probability', 'environmental monitoring', 'little brown skink', 'Scincella lateralis', 'surface eDNA', 'DNAa superficial', 'monitoreo ambiental', 'probabilidad de deteccion', 'Scincella lateralis', 'AMPHIBIANS', 'DECLINES']","Reptiles are increasingly of conservation concern due to their susceptibility to habitat loss, emerging disease, and harvest in the wildlife trade. However, reptile populations are often difficult to monitor given the frequency of crypsis in their life history. This difficulty has left uncertain the conservation status of many species and the efficacy of conservation actions unknown. Environmental DNA (eDNA) surveys consistently elevate the detection rate of species they are designed to monitor, and while their use is promising for terrestrial reptile conservation, successes in developing such surveys have been sparse. We tested the degree to which inclusion of surface and soil eDNA sampling into conventional artificial-cover methods elevates the detection probability of a small, cryptic terrestrial lizard, Scincella lateralis. The eDNA sampling of cover object surfaces with paint rollers elevated per sample detection probabilities for this species 4-16 times compared with visual surveys alone. We readily detected S. lateralis eDNA under cover objects up to 2 weeks after the last visual detection, and at some cover objects where no S. lateralis were visually observed in prior months. With sufficient sampling intensity, eDNA testing of soil under cover objects produced comparable per sample detection probabilities as roller surface methods. Our results suggest that combining eDNA and cover object methods can considerably increase the detection power of reptile monitoring programs, allowing more accurate estimates of population size, detection of temporal and spatial changes in habitat use, and tracking success of restoration efforts. Further research into the deposition and decay rates of reptile eDNA under cover objects, as well as tailored protocols for different species and habitats, is needed to bring the technique into widespread use.","Rutgers State Univ, Dept Ecol Evolut & Nat Resources, New Brunswick, NJ 08901 USA",Rutgers University System,0888-8892,DEC,2022,36,6,,,10.1111/cobi.13939,Aug-22,WOS:000846728700001,"['Times Cited in Web of Science Core Collection:  23', 'Total Times Cited:  24', 'Cited Reference Count:  46']",e13939,0,,1,15
40,JOUR,"['Verhees, JJF', 'van der Putten, TAW', 'van Hoof, PH', 'Heijkers, D', 'Lemmers, P', 'Esser, HJ', 'de Boer, WF']","Comparing the effectiveness of short-focal camera trapping, live trapping, and soil eDNA for surveying small mammals: A case study on Eurasian water shrew (<i>Neomys fodiens</i>)",EUROPEAN JOURNAL OF WILDLIFE RESEARCH,English,"['Bio-indicators', 'Biomonitoring', 'Conservation', 'Detection probability', 'Environmental DNA', 'Wildlife', 'ENVIRONMENTAL DNA', 'TRAPS']","Small mammals are potential bio-indicators of various ecosystems and their populations are often studied. However, many small mammal species are difficult to detect due to their small size and elusive behaviour. Camera trapping and live trapping are commonly employed survey techniques, but they both have their limitations. Recently developed techniques such as adjusted short-focal camera trapping and environmental DNA (eDNA) are promising new approaches, but their relative performance remains poorly quantified. We compared the effectiveness of three survey protocols for detecting a semi-aquatic and elusive small mammal, the Eurasian water shrew (Neomys fodiens), by (1) short-focal camera trapping, (2) live trapping, and (3) soil eDNA. During September and October 2022, we surveyed 20 transects of each 100 m in length alongside the Kleine Dommel, a lowland brook in the Netherlands. The effectiveness of the three survey protocols was compared based on detection probabilities. Short-focal camera trapping yielded a significantly higher detection probability than the eDNA protocol. Detection probabilities between short-focal camera trapping and live trapping and, between the eDNA protocol and live trapping, were not significantly different. Short-focal camera trapping is an effective technique to survey Eurasian water shrews. Furthermore, this method detected additional species compared to live trapping and is non-invasive and less labour-intensive. Short-focal camera trapping showed a promising method for small mammal surveys in general and we recommend further evaluation of its applicability for other small mammal species.","Natuurbalans Limes Divergens BV, Toernooiveld 1, NL-6525 ED Nijmegen, Netherlands",Wageningen University & Research,1612-4642,FEB,2024,70,1,,,10.1007/s10344-023-01760-5,,WOS:001144223000001,"['Times Cited in Web of Science Core Collection:  1', 'Total Times Cited:  1', 'Cited Reference Count:  51']",13,0,,1,16
30,JOUR,"['Di Girolamo, EL', 'Jordan, MA', 'Albers, G', 'Bergeson, SM']",Comparing the effectiveness of environmental DNA and camera traps for surveying American mink (<i>Neogale vison</i>) in northeastern Indiana,PLOS ONE,English,"['MUSTELA-VISON', 'HABITAT PREFERENCES', 'SITE OCCUPANCY', 'EUROPEAN MINK', 'SURVEY TOOL', 'EDNA', 'DETECTABILITY', 'OTTER', 'PRINCIPLES', 'ABUNDANCE']","While camera traps can effectively detect semi-aquatic mammal species, they are also often temporally and monetarily inefficient and have a difficult time detecting smaller bodied, elusive mammals. Recent studies have shown that extracting DNA from environmental samples can be a non-invasive, alternative method of detecting elusive species. Environmental DNA (eDNA) has not yet been used to survey American mink (Neogale vison), a cryptic and understudied North American mustelid. To help determine best survey practices for the species, we compared the effectiveness and efficiency of eDNA and camera traps in surveys for American mink. We used both methods to monitor the shoreline of seven bodies of water in northeastern Indiana from March to May 2021. We extracted DNA from filtered environmental water samples and used quantitative real-time PCR to determine the presence of mink at each site. We used Akaike's Information Criterion to rank probability of detection models with and without survey method as a covariate. We detected mink at four of the seven sites and seven of the 21 total survey weeks using camera traps (probability of detection (rho) = 0.36). We detected mink at five sites and during five survey weeks using eDNA (rho = 0.25). However, the highest probability of detection was obtained when both methods were combined, and data were pooled (rho = 0.47). Survey method did not influence model fit, suggesting no difference in detectability between camera traps and eDNA. Environmental DNA was twice as expensive, but only required a little over half (58%) of the time when compared to camera trapping. We recommend ways in which an improved eDNA methodology may be more cost effective for future studies. For this study, a combination of both methods yielded the highest probability for detecting mink presence.","Purdue Univ, Dept Biol Sci, Ft Wayne, IN 46805 USA",,1932-6203,23-Sep,2024,19,9,,,10.1371/journal.pone.0310888,,WOS:001318845500030,"['Times Cited in Web of Science Core Collection:  0', 'Total Times Cited:  0', 'Cited Reference Count:  72']",e0310888,0,,1,17
11,JOUR,"['Valentini, A', 'Taberlet, P', 'Miaud, C', 'Civade, R', 'Herder, J', 'Thomsen, PF', 'Bellemain, E', 'Besnard, A', 'Coissac, E', 'Boyer, F', 'Gaboriaud, C', 'Jean, P', 'Poulet, N', 'Roset, N', 'Copp, GH', 'Geniez, P', 'Pont, D', 'Argillier, C', 'Baudoin, JM', 'Peroux, T', 'Crivelli, AJ', 'Olivier, A', 'Acqueberge, M', 'Le Brun, M', 'Moller, PR', 'Willerslev, E', 'Dejean, T']",Next-generation monitoring of aquatic biodiversity using environmental DNA metabarcoding,MOLECULAR ECOLOGY,English,"['amphibian', 'detection probability', 'environmental DNA', 'fish', 'monitoring', 'wildlife management', 'IN-SILICO APPROACH', 'SURVEILLANCE', 'CONSERVATION', 'LIMITATIONS', 'BARCODE', 'RATES', 'EDNA']","Global biodiversity in freshwater and the oceans is declining at high rates. Reliable tools for assessing and monitoring aquatic biodiversity, especially for rare and secretive species, are important for efficient and timely management. Recent advances in DNA sequencing have provided a new tool for species detection from DNA present in the environment. In this study, we tested whether an environmental DNA (eDNA) metabarcoding approach, using water samples, can be used for addressing significant questions in ecology and conservation. Two key aquatic vertebrate groups were targeted: amphibians and bony fish. The reliability of this method was cautiously validated in silico, invitro and insitu. When compared with traditional surveys or historical data, eDNA metabarcoding showed a much better detection probability overall. For amphibians, the detection probability with eDNA metabarcoding was 0.97 (CI=0.90-0.99) vs. 0.58 (CI=0.50-0.63) for traditional surveys. For fish, in 89% of the studied sites, the number of taxa detected using the eDNA metabarcoding approach was higher or identical to the number detected using traditional methods. We argue that the proposed DNA-based approach has the potential to become the next-generation tool for ecological studies and standardized biodiversity monitoring in a wide range of aquatic ecosystems. see also the Perspective by Hoffmann, Schubert and Calvignac-Spencer","SPYGEN, Savoie Technolac, Bat Koala,17,Rue Lac St Andre BP 274, F-73375 Le Bourgei Du Lac, France",Communaute Universite Grenoble Alpes,0962-1083,FEB,2016,25,4,929,942,10.1111/mec.13428,,WOS:000370653700008,"['Times Cited in Web of Science Core Collection:  762', 'Total Times Cited:  901', 'Cited Reference Count:  55']",,0,,1,18
16,JOUR,"['Dimond, JL', 'Gathright, BR', 'Bouma, JV', 'Carson, HS', 'Sowul, K']","Detecting endangered pinto abalone (<i>Haliotis kamtschatkana</i>) using environmental DNA: Comparison of ddPCR, qPCR, and conventional diver surveys",ENVIRONMENTAL DNA,English,"['abalone', 'endangered species', 'environmental DNA', 'polymerase chain reaction', 'survey methods', 'SAN-JUAN ARCHIPELAGO', 'REAL-TIME PCR', 'NORTHERN ABALONE', 'WASHINGTON', 'BIODIVERSITY', 'ABUNDANCE', 'STOCK', 'EDNA']","Abalone populations along the Pacific Coast of North America are threatened. In the Salish Sea (Washington, USA), pinto abalone (Haliotis kamtschatkana) have failed to recover from intensive harvest after over 25 years of fishery closure, prompting a growing restoration effort. As these efforts expand, a persistent challenge is simply locating this rare and highly cryptic species in the field, limiting the ability to identify critical habitat and locate wild adults to serve as restoration broodstock. Here, we tested the use of environmental DNA (eDNA) to detect pinto abalone. Using a quantitative PCR (qPCR) assay previously developed for larval pinto abalone, we first evaluated its sensitivity to abalone eDNA in aquaria settings, finding a positive relationship between abalone biomass and the concentration of abalone DNA. We then tested abalone eDNA detection in the field by collecting replicate water samples from abalone restoration sites, using an occupancy model to estimate detection probability in relation to abalone biomass estimated via diver surveys. Both eDNA concentration and detection probability were positively associated with diver-estimated abalone biomass. By modifying the assay for droplet digital PCR (ddPCR), detection probability increased by 32%-89% over qPCR. eDNA surveys using ddPCR had higher error (CV = 96.9%) than diver surveys (CV = 29.4%) but were more efficient, taking approximately 1/10th of the person-hours per site of a diver survey. For the final phase of the study, we collected water samples at 80 sites throughout the region, obtaining positive abalone eDNA detections at 11 sites with qPCR and 19 additional sites with ddPCR. Our results provide novel survey data on abalone populations within the Salish Sea and show that eDNA is a viable tool for cost-effective, efficient, and non-invasive abalone detection.","Western Washington Univ, Shannon Point Marine Ctr, 1900 Shannon Point Rd, Anacortes, WA 98221 USA",Western Washington University,2637-4943,NOV,2022,4,6,1397,1406,10.1002/edn3.351,,WOS:001302748500005,"['Times Cited in Web of Science Core Collection:  8', 'Total Times Cited:  8', 'Cited Reference Count:  39']",,0,,1,19
46,JOUR,"['Chen, XY', 'Li, S', 'Zhao, JD', 'Yao, M']",Passive eDNA sampling facilitates biodiversity monitoring and rare species detection,ENVIRONMENT INTERNATIONAL,English,"['Agglomerative clustering', 'DNA adsorption', 'eDNA recovery', 'Occupancy model', 'Passive eDNA collection', 'Neophocaena asiaeorientalis', 'ENVIRONMENTAL DNA', 'R PACKAGE', 'RAREFACTION']","Environmental DNA (eDNA) technology has revolutionized biomonitoring, but challenges remain regarding water sample processing. The passive eDNA sampler (PEDS) represents a viable alternative to active, water filtration-based eDNA enrichment methods, but the effectiveness of PEDS for surveying biodiverse and complex natural water bodies is unknown. Here, we collected eDNA using filtration and glass fiber filter-based PEDS (submerged in water for 1 d) from 27 sites along the final reach of the Yangtze River and the coast of the Yellow Sea, followed by eDNA metabarcoding analysis of fish biodiversity and quantitative PCR (qPCR) for a critically endangered aquatic mammal, the Yangtze finless porpoise. We ultimately detected 98 fish species via eDNA metabarcoding. Both eDNA sampling methods captured comparable local species richness and revealed largely similar spatial variation in fish assemblages and community partitions between the river and sea sites. Notably, the Yangtze finless porpoise was detected only in the metabarcoding of eDNA collected by PEDS at five sites. Also, species-specific qPCR revealed that the PEDS captured porpoise eDNA at more sites (7 vs. 2), in greater quantities, and with a higher detection probability (0.803 vs. 0.407) than did filtration. Our results demonstrate the capacity of PEDS for surveying fish biodiversity, and support that continuous eDNA collection by PEDS can be more effective than instantaneous water sampling at capturing low abundance and ephemeral species in natural waters. Thus, the PEDS approach can facilitate more efficient and convenient eDNA-based biodiversity surveillance and rare species detection.","Peking Univ, Sch Life Sci, Beijing 100871, Peoples R China",Peking University,0160-4120,MAY,2024,187,,,,10.1016/j.envint.2024.108706,May-24,WOS:001237333900001,"['Times Cited in Web of Science Core Collection:  3', 'Total Times Cited:  5', 'Cited Reference Count:  50']",108706,1,,0,20
22,JOUR,"['McColl-Gausden, EF', 'Weeks, AR', 'Coleman, R', 'Song, S', 'Tingley, R']",Using hierarchical models to compare the sensitivity of metabarcoding and qPCR for eDNA detection,ECOLOGICAL INFORMATICS,English,"['Detection probability', 'Environmental DNA', 'Simulation', 'Site occupancy detection model', 'ENVIRONMENTAL DNA', 'ERRORS']","Environmental DNA (eDNA) sampling-the detection of intra- or extra-cellular DNA in environmental samples-is a rapid and sensitive survey method for detecting aquatic species. Single-species detection methods (typically based on PCR or LAMP) have been shown to be more sensitive for detecting target species than multispecies detection methods, such as metabarcoding. However, previous studies have generally only compared these two eDNA detection approaches for a single target species and have used different methodological and statistical approaches. Here we present a comparison of single- and multi-species eDNA detection methods, drawing on two published case studies (one fish, one amphibian) and two new extensive datasets on a freshwater mammal (the platypus). To ensure consistent conclusions regarding the sensitivity of each eDNA method, we use the same hierarchical site occupancy-detection model for each dataset, incorporating uncertainty at the site, water sample, and technical replicate level. Overall, qPCR achieved higher detection probabilities than metabarcoding across species and datasets. However, differences in sensitivity between detection methods varied depending on methodological decisions concerning what constitutes a true positive detection (i.e., qPCR and metabarcoding thresholds). The decision as to which eDNA detection method to use should always be influenced by the study aims, but our results suggest that single-species detection methods based on qPCR may be preferable when the aim is to achieve a high detection probability for target species.","Univ Melbourne, Sch Ecosyst & Forest Sci, Parkville, Vic 3010, Australia",University of Melbourne,1574-9541,JUL,2023,75,,,,10.1016/j.ecoinf.2023.102072,Apr-23,WOS:000978323200001,"['Times Cited in Web of Science Core Collection:  17', 'Total Times Cited:  17', 'Cited Reference Count:  51']",102072,1,,0,21
34,JOUR,"['Perl, RGB', 'Avidor, E', 'Roll, U', 'Malka, Y', 'Geffen, E', 'Gafny, S']","Using eDNA presence/non-detection data to characterize the abiotic and biotic habitat requirements of a rare, elusive amphibian",ENVIRONMENTAL DNA,English,"['abiotic predictors', 'biotic predictors', 'detection probability', 'Hula painted frog', 'Latonia nigriventer', 'occupancy modeling', 'WETLANDS HULA VALLEY', 'LYTHRUM-SALICARIA L.', '6TH MASS EXTINCTION', 'ENVIRONMENTAL DNA', 'INVASIVE PLANT', 'PAINTED FROG', 'GROWTH', 'DYNAMICS', 'NUTRIENT', 'TYPHA']","The environmental DNA (eDNA) approach has already been established as a valuable tool for the detection and monitoring of rare and elusive species. However, its application is not limited to assessing whether or not a species is present in a given area. In this study, we collected environmental data from 48 aquatic locations that had previously been investigated in an eDNA-based study. We sought to determine the abiotic and biotic factors that could explain the presence or non-detection of Hula painted frog DNA at those locations, in order to characterize this rare species' little studied habitat requirements. We found that the detection probability of this species decreased substantially with increasing phosphorus loads as well as in the presence of the wetland plant Lythrum salicaria. By contrast, the detection probability increased markedly when Phragmites australis or Ludwigia stolonifera constituted part of the dominant aquatic vegetation. Our results expand the knowledge on this elusive frog species and contribute valuable information for future habitat restoration plans. They further show that eDNA data can also be used to characterize the putative habitats of species where such data are scarce or even totally lacking.","Tel Aviv Univ, Sch Zool, IL-69978 Tel Aviv, Israel",Tel Aviv University,2637-4943,MAY,2022,4,3,642,653,10.1002/edn3.276,,WOS:001324856300012,"['Times Cited in Web of Science Core Collection:  3', 'Total Times Cited:  3', 'Cited Reference Count:  89']",,1,,0,22
23,JOUR,"['Mauvisseau, Q', 'Burian, A', 'Gibson, C', 'Brys, R', 'Ramsey, A', 'Sweet, M']","Influence of accuracy, repeatability and detection probability in the reliability of species-specific eDNA based approaches",SCIENTIFIC REPORTS,English,"['ENVIRONMENTAL DNA EDNA', 'REAL-TIME PCR', 'DEGRADATION', 'TEMPERATURE', 'CAPTURE', 'ASSAY']","Environmental DNA (eDNA) barcoding has a high potential to increase the cost-efficiency of species detection and monitoring in aquatic habitats. However, despite vast developments in the field, many published assays often lack detailed validation and there is little to no commonly (agreed upon) standardization of protocols. In this study, we evaluated the reliability of eDNA detection and quantification using published primers and assays targeting the Freshwater Pearl Mussel as a model organism. We first assessed limits of detection for two different target genes (COI and 16S) following the MIQE guidelines, and then tested the reliability of quantification in a double-blind mesocosm experiment. Our results reveal that different methodological indicators, namely accuracy, repeatability and detection probability affected the reliability of eDNA measurement at the different levels tested. The selection of the optimal analytical method was mainly determined by detection probability. Both the COI and 16S assays were highly specific for the targeted organism and showed similar accuracy and repeatability, whilst the limit of detection was clearly lower for the COI based approach. In contrast, the reliability of eDNA quantification hinged on repeatability, reflected by the scattering (r(2) = 0.87) around the relationship between eDNA and mussel density in mesocosms. A bootstrapping approach, which allowed for the assignment of measures associated with repeatability of samples, revealed that variability between natural replicates (i.e. accuracy) strongly influenced the number of replicates required for a reliable species detection and quantification in the field.","Univ Derby, Environm Sustainabil Res Ctr, Aquat Res Facil, Derby DE22 1GB, England",University of Derby,2045-2322,24-Jan,2019,9,,,,10.1038/s41598-018-37001-y,,WOS:000456554600019,"['Times Cited in Web of Science Core Collection:  64', 'Total Times Cited:  68', 'Cited Reference Count:  46']",580,1,,0,23
1,JOUR,"['Piggott, MP']",Evaluating the effects of laboratory protocols on eDNA detection probability for an endangered freshwater fish,ECOLOGY AND EVOLUTION,English,"['Detection probability', 'environmental DNA', 'occupancy modeling', 'PCR', 'ENVIRONMENTAL DNA', 'EXTRACTION METHODS', 'OCCUPANCY SURVEYS', 'SPECIES DETECTION', 'DETECTABILITY', 'CONSERVATION', 'BIODIVERSITY', 'PERSISTENCE', 'ABUNDANCE', 'PCR']","The effectiveness and accuracy of detection using environmental DNA (eDNA) is dependent on understanding the influence laboratory methods such as DNA extraction and PCR strategies have on detection probability. Ideally choice of sampling and extraction method will maximize eDNA yield and detection probability. Determining the survey effort required to reach a satisfactory detection probability (via increased PCR replicates or more sampling) could compensate for a lower eDNA yield if the sampling and extraction method has other advantages for a study, species or system. I analysed the effect of three different sampling and extraction methods on eDNA yield, detection probability and PCR replication for detecting the endangered freshwater fish Macquaria australasica from water samples. The impact of eDNA concentration, PCR strategy, target amplicon size and two marker regions: 12S (a mitochondrial gene) and 18S (a nuclear gene) was also assessed. The choice of sampling and extraction method and PCR strategy, rather than amplicon size and marker region, had the biggest effect on detection probability and PCR replication. The PCR replication effort required to achieve a detection probability of 0.95, ranged from 2 to 6 PCR replicates depending on the laboratory method used. As all methods yielded eDNA from which M. australasica was detected using the three target amplicons, differences in eDNA yield and detection probability between the three methods could be mitigated by determining the appropriate PCR replication effort. Evaluating the effect sampling and extraction methods will have on the detection probability and determining the laboratory protocols and PCR replication required to maximize detection and minimize false positives and negatives is a useful first step for eDNA occupancy studies.","Australian Natl Univ, Res Sch Biol, Div Ecol Evolut & Genet, 44 Daley Rd, Acton, ACT 2601, Australia",Australian National University,2045-7758,MAY,2016,6,9,2739,2750,10.1002/ece3.2083,,WOS:000376149400009,"['Times Cited in Web of Science Core Collection:  85', 'Total Times Cited:  98', 'Cited Reference Count:  44']",,1,,0,24
18,JOUR,"['Schmidt, BR', 'Kéry, M', 'Ursenbacher, S', 'Hyman, OJ', 'Collins, JP']",Site occupancy models in the analysis of environmental DNA presence/absence surveys: a case study of an emerging amphibian pathogen,METHODS IN ECOLOGY AND EVOLUTION,English,"['environmental DNA', 'survey', 'monitoring', 'detection probability', 'site occupancy model', 'BATRACHOCHYTRIUM-DENDROBATIDIS', 'DESIGNING OCCUPANCY', 'IMPERFECT DETECTION', 'PREVALENCE', 'EXTINCTION', 'PRECISION', 'FRAMEWORK', 'WINBUGS', 'SPACE', 'BIAS']","1. The use of environmental DNA (eDNA) to detect species in aquatic environments such as ponds and streams is a powerful new technique with many benefits. However, species detection in eDNA-based surveys is likely to be imperfect, which can lead to underestimation of the distribution of a species. 2. Site occupancy models account for imperfect detection and can be used to estimate the proportion of sites where a species occurs from presence/absence survey data, making them ideal for the analysis of eDNA-based surveys. Imperfect detection can result from failure to detect the species during field work (e.g. by water samples) or during laboratory analysis (e.g. by PCR). 3. To demonstrate the utility of site occupancy models for eDNA surveys, we reanalysed a data set estimating the occurrence of the amphibian chytrid fungus Batrachochytrium dendrobatidis using eDNA. Our reanalysis showed that the previous estimation of species occurrence was low by 5-10%. Detection probability was best explained by an index of the number of hosts (frogs) in ponds. 4. Per-visit availability probability in water samples was estimated at 045 (95% CRI 032, 058) and per-PCR detection probability at 085 (95% CRI 074, 094), and six water samples from a pond were necessary for a cumulative detection probability >95%. A simulation study showed that when using site occupancy analysis, researchers need many fewer samples to reliably estimate presence and absence of species than without use of site occupancy modelling. 5. Our analyses demonstrate the benefits of site occupancy models as a simple and powerful tool to estimate detection and site occupancy (species prevalence) probabilities despite imperfect detection. As species detection from eDNA becomes more common, adoption of appropriate statistical methods, such as site occupancy models, will become crucial to ensure that reliable inferences are made from eDNA-based surveys.","Karch, CH-2000 Neuchatel, Switzerland",University of Zurich,2041-210X,JUL,2013,4,7,646,653,10.1111/2041-210X.12052,,WOS:000329250300006,"['Times Cited in Web of Science Core Collection:  201', 'Total Times Cited:  236', 'Cited Reference Count:  49']",,0,,0,25
